iter	F1	Logloss
336	0.891284735	0.2930717673
337	0.8913427789	0.2928270523
338	0.8915417447	0.292603673
339	0.891889732	0.2923838162
340	0.8919767623	0.2921449234
341	0.8921341459	0.2918299849
342	0.892510812	0.2916129821
343	0.8928210122	0.2914068035
344	0.8927962676	0.2912000323
345	0.8929204336	0.2909369835
346	0.8930030942	0.2907560197
347	0.8932387251	0.2905308936
348	0.8935692833	0.2903189033
349	0.8936064127	0.2900872011
350	0.8936684382	0.2898622104
351	0.8936806604	0.2896722059
352	0.8938996607	0.2893921082
353	0.8938667046	0.2890349165
354	0.8938049323	0.2888311769
355	0.8939824187	0.2885621142
356	0.8943496649	0.2883405209
357	0.894712522	0.2881360846
358	0.8947948962	0.2879760575
359	0.8949267322	0.2877658182
360	0.894980357	0.2875556343
361	0.8949969636	0.2873476693
362	0.8950011154	0.2871682822
363	0.8953677094	0.2869679564
364	0.8954046937	0.2867312606
365	0.8954046937	0.2865125159
366	0.8957830567	0.2863173214
367	0.8958818597	0.2861220276
368	0.8959395608	0.2857639859
369	0.8961163466	0.2856225874
370	0.8961943355	0.2853993207
371	0.8962640046	0.28519679
372	0.896628738	0.2850338326
373	0.8966453465	0.2848422645
374	0.8967730599	0.284484492
375	0.8970273859	0.2843285164
376	0.8970766817	0.2840535764
377	0.8971794157	0.2838696659
378	0.8970273859	0.2835607055
379	0.8971954777	0.2833395233
380	0.8971539521	0.2830018345
381	0.8972400516	0.2828283601
382	0.8972073848	0.2825810499
383	0.8972934769	0.2824063148
384	0.8972976295	0.2822366049
385	0.89707199	0.2820321192
386	0.8972156898	0.2818193951
387	0.8971871722	0.2816319223
388	0.897359357	0.281432929
389	0.8975314822	0.2812213606
390	0.8977284661	0.2810726625
391	0.8978346347	0.2808730603
392	0.8977409257	0.2803284776
393	0.8977860096	0.2801509975
394	0.8976626135	0.2799417249
395	0.8979004728	0.279801709
396	0.8979538484	0.2795837001
397	0.8981340879	0.2794054872
398	0.8983267296	0.279213571
399	0.8983142685	0.2790303595
400	0.8984292597	0.278808287
401	0.8986668294	0.2786657944
402	0.8986058776	0.2784650769
403	0.8987450755	0.2783043936
404	0.8989742293	0.2781145517
405	0.8990109084	0.2779696687
406	0.8990642032	0.2778113913
407	0.8993340367	0.2775913074
408	0.8995146139	0.2773155343
409	0.8996203597	0.2771603898
410	0.8997185423	0.2769791034
411	0.8999556246	0.2768051847
412	0.9000903497	0.2766159108
413	0.9002898811	0.2764972713
414	0.9004735452	0.2763472232
415	0.9007260719	0.2761588543
416	0.9006853788	0.2759634143
417	0.9007709177	0.2757567267
418	0.900800013	0.2755034032
419	0.9010606986	0.2753181379
420	0.9011138326	0.2751150233
421	0.9012524289	0.2749062828
422	0.9012441149	0.2747661451
423	0.901260743	0.2746404286
424	0.9013669801	0.2744404843
425	0.9014284086	0.2742629873
426	0.9015013653	0.2740946414
427	0.9016929674	0.2739270734
428	0.9018710629	0.2737173909
429	0.9017700372	0.2735505299
430	0.9018231185	0.2733851387
431	0.9019209552	0.2732595376
432	0.9021769567	0.273062228
433	0.9021488522	0.2728812057
434	0.9022830519	0.2727141447
435	0.9023891337	0.2725976336
436	0.9023600253	0.2724434673
437	0.9025544737	0.2722808944
438	0.9027509409	0.2720772027
439	0.9029255188	0.2719066667
440	0.9029255188	0.2717938208
441	0.9029535584	0.2715913278
442	0.9031155863	0.2714102271
443	0.9032775555	0.2712458005
444	0.9033471511	0.2710579938
445	0.9033917896	0.2708763445
446	0.9034530613	0.2706816976
447	0.9036958389	0.2704938456
448	0.9039354876	0.2702468047
449	0.9040900499	0.270090132
450	0.9041304706	0.2698539455
451	0.9041013523	0.2696665387
452	0.9041013523	0.2694995285
453	0.9041179911	0.2692783409
454	0.9042404214	0.2691072874
455	0.9044299533	0.2689678294
456	0.9044745049	0.2688111634
457	0.9046330995	0.2687067249
458	0.9050059392	0.2684974938
459	0.9049863927	0.2680379039
460	0.9049863927	0.2678826362
461	0.9050866307	0.2677604561
462	0.9050338044	0.2675091387
463	0.9050949524	0.2673674586
464	0.9052130791	0.2670817642
465	0.9051602589	0.2669821809
466	0.9053270325	0.2668080447
467	0.905379843	0.2666657122
468	0.9054979397	0.2665247282
469	0.9055827274	0.2662921806
470	0.9056396832	0.2661227286
471	0.9058424997	0.2658694058
472	0.9059147492	0.2656846639
473	0.905955031	0.2655660433
474	0.9061369346	0.2654299998
475	0.9062049703	0.2652457594
476	0.9062660398	0.2650704157
477	0.9061647104	0.2649168974
478	0.9063715184	0.2647687189
479	0.9062951797	0.264626394
480	0.9063437584	0.2644689986
481	0.9064450684	0.2643821492
482	0.9065699458	0.264238137
483	0.906743337	0.2640647353
484	0.906929161	0.263862705
485	0.9069458156	0.2637249302
486	0.9070830649	0.2635829569
487	0.9070830649	0.2634251009
488	0.9069985086	0.2632485162
489	0.9069985086	0.26306114
490	0.9073616312	0.2629252058
491	0.9075222851	0.2627565496
492	0.9077245247	0.2626206538
493	0.9076344093	0.2624941093
494	0.9075915898	0.2623985572
495	0.90781313	0.2622660002
496	0.9080054278	0.2620789304
497	0.9081023116	0.261886835
498	0.9080898178	0.2617434412
499	0.9081741933	0.2616068437
500	0.9083996453	0.2614721641
501	0.9083678895	0.2612392198
502	0.90856153	0.2611007707
503	0.9086156803	0.2609367231
504	0.9088727148	0.2607868893
505	0.9089210957	0.2606955863
506	0.9089460916	0.2605369119
507	0.9090386776	0.2603658091
508	0.9090345114	0.2602355748
509	0.9091354158	0.2601314118
510	0.9093688672	0.2599842013
511	0.9094530563	0.2598292688
512	0.9094972288	0.2596755643
513	0.909613058	0.2595353462
514	0.9095688964	0.2593910113
515	0.9096213914	0.259297212
516	0.9098021693	0.2591494726
517	0.9098504801	0.2590577024
518	0.9100037261	0.2589289573
519	0.9099995588	0.2587732703
520	0.9100395213	0.2586039985
521	0.9100478558	0.2583799223
522	0.9101527743	0.2582214246
523	0.9102410091	0.258011268
524	0.9103017918	0.2578755764
525	0.9104257713	0.2577123666
526	0.9103983412	0.2576126257
527	0.9104632828	0.2573195348
528	0.910406677	0.2572094965
529	0.910633721	0.257088054
530	0.9107701179	0.2569406684
531	0.9107784539	0.2568534806
532	0.9108284731	0.2562360277
533	0.9110130677	0.256065753
534	0.9111493923	0.2559411717
535	0.9111345265	0.2557548102
536	0.9110547567	0.2556475406
537	0.9111029816	0.2555413683
538	0.9111994211	0.255376022
539	0.9111827442	0.2552265814
540	0.9111910826	0.2550494477
541	0.9114196115	0.2549292681
542	0.9117476946	0.2547724191
543	0.9117560374	0.25467852
544	0.9117643803	0.2544269082
545	0.9120075791	0.2542890196
546	0.9120682625	0.2541075675
547	0.9122715069	0.2539516706
548	0.9124557314	0.2538605402
549	0.9125019327	0.2537269872
550	0.9122673353	0.2535795728
551	0.9123636262	0.2534336368
552	0.912367798	0.2532753588
553	0.9124242823	0.2531165527
554	0.9126860707	0.2529861402
555	0.9129329685	0.2528637706
556	0.9130249736	0.2526895173
557	0.9131964254	0.2525384605
558	0.9132486667	0.2524068189
559	0.9132089417	0.2523152018
560	0.9132778726	0.2521699391
561	0.9133781743	0.2520197731
562	0.9133698292	0.2518680694
563	0.9134826353	0.2517196945
564	0.9135515529	0.2515513261
565	0.9136121221	0.251415101
566	0.9137082114	0.2513306888
567	0.9139233328	0.2512209075
568	0.9139400272	0.251149116
569	0.9139358535	0.2510070545
570	0.9139588341	0.2508905696
571	0.9140193732	0.2507548813
572	0.9139525483	0.250448305
573	0.9140005707	0.2503680296
574	0.9140966051	0.2501778324
575	0.9143721029	0.250087949
576	0.9145077174	0.2499682536
577	0.914599501	0.2498416542
578	0.9145118918	0.2496272974
579	0.91452859	0.2495350373
580	0.9145327646	0.2494667
581	0.9146683482	0.2493467774
582	0.9148080753	0.2491796376
583	0.9147997254	0.2490690914
584	0.9149394208	0.2489283746
585	0.9150977984	0.2487730014
586	0.9151353751	0.2486232199
587	0.9152582962	0.2484897002
588	0.9153666707	0.2483557862
589	0.9155561221	0.2482327018
590	0.915587321	0.2481048582
591	0.9156934233	0.2479873441
592	0.9157371343	0.2479146505
593	0.9156059907	0.2478016912
594	0.9154956915	0.24769251
595	0.9158323361	0.2475454064
596	0.9157162581	0.2471735826
597	0.9158473696	0.2470284842
598	0.9155455685	0.2469131017
599	0.9156185166	0.2467363178
600	0.9157933681	0.2466009495
601	0.9157933681	0.2465349495
602	0.9159244698	0.2464598173
603	0.9160237523	0.2463269292
604	0.9160818718	0.2461954063
605	0.9160465525	0.246054529
606	0.9162773778	0.2459432741
607	0.9163563255	0.2458510793
608	0.9164041429	0.2457015551
609	0.9165828541	0.2455592478
610	0.9167489853	0.2454527985
611	0.9169753564	0.2453387763
612	0.9171019523	0.2451966935
613	0.9171478788	0.2450437215
614	0.9172350425	0.2449710027
615	0.91728697	0.2449016886
616	0.91725592	0.2448377139
617	0.9174158703	0.2446905768
618	0.9172726226	0.2445672882
619	0.917307848	0.2444371309
620	0.9175567076	0.2443099544
621	0.9176002597	0.2442050401
622	0.917668864	0.2439692912
623	0.917751775	0.2437983848
624	0.9179175548	0.2436820988
625	0.9180999832	0.243610823
626	0.9181995296	0.2435109936
627	0.9182078827	0.2433804552
628	0.9182472095	0.2432217059
629	0.9182555627	0.2431451013
630	0.9182597393	0.2430651113
631	0.9183241233	0.2428910519
632	0.9183157696	0.2427953039
633	0.9187296929	0.2426529284
634	0.9187606236	0.2425330873
635	0.9187648005	0.2424736787
636	0.9188617492	0.2423743745
637	0.9189904093	0.2422234632
638	0.9190898184	0.2420762221
639	0.9191541391	0.2419735689
640	0.9191892144	0.2418419718
641	0.9191666717	0.241763833
642	0.9191792047	0.2416247064
643	0.919226813	0.2415269815
644	0.9193136635	0.241386001
645	0.9193654393	0.2412079063
646	0.9196217083	0.2411116913
647	0.919638421	0.2410322858
648	0.9197068871	0.2409185571
649	0.919837054	0.2408297991
650	0.9198119831	0.2406939404
651	0.9198161615	0.2405741251
652	0.9198203399	0.2405142023
653	0.9200022036	0.2404378885
654	0.9198971507	0.2402815933
655	0.9198762573	0.2401474851
656	0.9198762573	0.2400902227
657	0.9199238144	0.2399676024
658	0.9201014723	0.2398503685
659	0.9202540017	0.2397546195
660	0.9202148299	0.2396207852
661	0.92029317	0.2395199812
662	0.9204315478	0.2394511714
663	0.9207040319	0.2393140987
664	0.9209122004	0.239181095
665	0.9211286403	0.2391080324
666	0.921215192	0.2389764819
667	0.9213059093	0.2388115155
668	0.9215527343	0.2386933839
669	0.9217340916	0.2385882316
670	0.9217424534	0.2385159342
671	0.9218331117	0.2384434108
672	0.9218331117	0.2383052067
673	0.921845655	0.2382484906
674	0.9218107803	0.2381724026
675	0.9216824862	0.2380375782
676	0.9217299107	0.2379274226
677	0.9218122069	0.2378536648
678	0.9217564278	0.2377173603
679	0.9220534253	0.2375860998
680	0.9219628015	0.2374613684
681	0.9219711639	0.2372282972
682	0.9219279373	0.2371746615
683	0.9220227495	0.2370844008
684	0.9220617879	0.2369404142
685	0.9220325197	0.2367934395
686	0.9220492441	0.2367201429
687	0.9221872447	0.2366430752
688	0.9221440354	0.2364316773
689	0.9220325197	0.2363267646
690	0.9223126701	0.2361771938
691	0.9223948759	0.2360514517
692	0.9223600469	0.2359478783
693	0.9225759718	0.2358307921
694	0.9227402861	0.2357291359
695	0.9230812931	0.2356488999
696	0.923020108	0.2355435601
697	0.9232190458	0.2353991243
698	0.9233358575	0.2352696855
699	0.9233831518	0.2352022676
700	0.9233789698	0.2350814668
701	0.9234262606	0.2349426092
702	0.923568113	0.2348025362
703	0.9236153905	0.2346712209
704	0.9237739329	0.234532404
705	0.9237559444	0.2344046588
706	0.9239282643	0.2342797826
707	0.9239533628	0.2341609336
708	0.9241256283	0.2340545388
709	0.9241603194	0.2339269285
710	0.924168686	0.2338001239
711	0.9241770528	0.2337457643
712	0.9240700174	0.2336062555
713	0.9242296915	0.2334983901
714	0.924190824	0.2334004492
715	0.9243630062	0.2332771213
716	0.92444071	0.2331631689
717	0.9245267665	0.2330891903
718	0.9244795567	0.2329140307
719	0.9247376642	0.2328019278
720	0.9247334808	0.2326816293
721	0.9248194891	0.2325747125
722	0.9247985724	0.2324464221
723	0.924806939	0.2323937193
724	0.9249442922	0.2322994494
725	0.9249663638	0.2321846453
726	0.9250606972	0.232094096
727	0.9251717519	0.2319250275
728	0.925270243	0.2317881023
729	0.9252440106	0.231708028
730	0.9252827949	0.2316029072
731	0.9253980104	0.2314537077
732	0.9254975846	0.2313593131
733	0.9254975846	0.2313081081
734	0.9255834764	0.2311962125
735	0.9255447164	0.2310720656
736	0.92563897	0.2310056625
737	0.925767772	0.2308880837
738	0.9259049122	0.2307703822
739	0.9260284057	0.2306704956
740	0.925985492	0.2306191427
741	0.9259509447	0.2305688421
742	0.9260158509	0.2304615904
743	0.9261100378	0.2303699871
744	0.9263287056	0.2302787408
745	0.9263841476	0.2301650476
746	0.9263883329	0.2300577361
747	0.9263287056	0.229915167
748	0.9262816308	0.2298263511
749	0.9265127861	0.2296999769
750	0.9266027134	0.2295999285
751	0.9267009984	0.2294713368
752	0.9267177412	0.2293475756
753	0.9267261128	0.2292969133
754	0.9267261128	0.2291874702
755	0.9267773439	0.2290323599
756	0.9268630522	0.2288971435
757	0.926957119	0.2288365863
758	0.9271191263	0.2287003339
759	0.9271922277	0.2286070403
760	0.9273165067	0.2285044127
761	0.9274449414	0.2284075662
762	0.9275691586	0.228293294
763	0.9277403159	0.2282217907
764	0.9277872835	0.2281583889
765	0.9278644613	0.2280450797
766	0.9278988583	0.227920948
767	0.9278644613	0.2278707025
768	0.9279239792	0.2277715341
769	0.9279918689	0.2276579579
770	0.9279532888	0.227543702
771	0.9279876818	0.2274354242
772	0.928008618	0.2273238234
773	0.9281201506	0.2272024852
774	0.9281150802	0.2271378112
775	0.9280899553	0.2270102152
776	0.9281276431	0.2269141768
777	0.9281318308	0.2268656492
778	0.9281318308	0.2268174326
779	0.9282684687	0.2267265224
780	0.9283195919	0.2266668183
781	0.9283413962	0.2265843141
782	0.9283925124	0.226460648
783	0.9284243991	0.2263376154
784	0.9288498679	0.2262751095
785	0.928854056	0.2261690288
786	0.9288406708	0.2260421438
787	0.928930262	0.2259823568
788	0.928938639	0.2258681214
789	0.9289771468	0.2257385703
790	0.928938639	0.2256144428
791	0.9289428276	0.2255523911
792	0.9285835376	0.2249750831
793	0.9286044809	0.224927322
794	0.9286899322	0.2248204604
795	0.9286555859	0.2247018732
796	0.9287577864	0.2246469267
797	0.9288901171	0.2244574853
798	0.9290266066	0.2243829366
799	0.9290140388	0.2242841767
800	0.9290140388	0.2242376263
801	0.929137134	0.2241273504
802	0.9291413236	0.2240739456
803	0.9293372035	0.2239562549
804	0.9293413935	0.2238904084
805	0.9293840703	0.2238073498
806	0.9294694138	0.2237451158
807	0.9296869031	0.2236702539
808	0.9296952837	0.2236233359
809	0.9297253625	0.2235315234
810	0.9297253625	0.2234851871
811	0.9297211723	0.2234019759
812	0.9297211723	0.2232764039
813	0.9296701424	0.2231661814
814	0.929712792	0.2230590894
815	0.9298022711	0.2229995576
816	0.9298064613	0.2229522714
817	0.9298749758	0.2228736803
818	0.9299001174	0.222709184
819	0.9298917367	0.2226252099
820	0.9299168792	0.2225316025
821	0.9299979508	0.222381928
822	0.9300790087	0.2223020058
823	0.9301425812	0.2222159233
824	0.9301383905	0.2221078871
825	0.9301977697	0.2220084784
826	0.9302103425	0.221902267
827	0.9302997555	0.2218005033
828	0.9303849638	0.2217368693
829	0.9303591262	0.2216900377
830	0.9306314566	0.221607742
831	0.9307550017	0.2215242727
832	0.9308401426	0.2214296948
833	0.9307550017	0.2211633212
834	0.9308017655	0.2210994393
835	0.930810149	0.2210529178
836	0.9309036668	0.2209542703
837	0.9309546128	0.2208327289
838	0.931090663	0.2207319727
839	0.931179949	0.2206477655
840	0.9312434526	0.2205303708
841	0.9313926244	0.2204592987
842	0.9314052016	0.2203493247
843	0.9315369591	0.220247262
844	0.9315369591	0.2202012422
845	0.9315878592	0.2201083538
846	0.9317111909	0.2200130548
847	0.931693843	0.2198974784
848	0.9317489268	0.2198087031
849	0.9317190011	0.2197187184
850	0.9316597205	0.2196298211
851	0.9320080789	0.2195718179
852	0.9320080789	0.2195259579
853	0.9319865606	0.2193564109
854	0.9319099676	0.2193107442
855	0.9318973875	0.2192060602
856	0.9319524593	0.2191469459
857	0.9321690603	0.219040512
858	0.9321774476	0.2189958255
859	0.9321816413	0.2189508861
860	0.9322665809	0.2188961224
861	0.9323216271	0.2187895663
862	0.9325931213	0.2186346253
863	0.9326229801	0.2185273155
864	0.932682688	0.2184582589
865	0.9328267469	0.2183639797
866	0.9328775562	0.2182577652
867	0.9328859448	0.2181675883
868	0.9328010995	0.2181229529
869	0.9328985279	0.2180280231
870	0.9328136825	0.2179665074
871	0.9328477181	0.2178545821
872	0.9328052938	0.217764978
873	0.9328052938	0.2177228263
874	0.9329409456	0.2176501175
875	0.9328943335	0.2175362256
876	0.9329838275	0.217453695
877	0.9329922159	0.2173517315
878	0.9330812215	0.2172547067
879	0.9332168022	0.2171020501
880	0.9333523529	0.2170184207
881	0.9334031228	0.2169553642
882	0.9333649369	0.2169114675
883	0.9334073175	0.2168121629
